timestamp,temperature,vibration,rpm,load,oil_pct,coolant_pct,hydraulic_oil_pct,brake_fluid_pct,filter_clog_pct,bearing_wear,drive_belt_wear,motor_health_pct,pressure,humidity,efficiency_pct,usage_hours
1763910586526,94.21,3.92,1409,62.7,32.65,95.79,92.92,94.25,0.39,6.0001,0.9988,77.03,106.9,40.1,83.4,2014.20
1763910587526,94.07,3.87,1409,62.7,32.64,95.78,92.92,94.25,0.39,6.0051,0.9988,77.03,106.9,40.1,83.5,2014.21
1763910588526,93.77,4.00,1409,62.7,32.63,95.76,92.92,94.25,0.39,6.0101,0.9988,77.03,106.9,40.1,83.6,2014.21
1763910589526,93.62,3.91,1409,62.7,32.62,95.75,92.92,94.25,0.39,6.0151,0.9988,77.03,106.9,40.1,83.7,2014.21
1763910590526,93.29,3.76,1409,62.7,32.61,95.73,92.92,94.25,0.39,6.0201,0.9988,77.02,106.9,40.1,83.8,2014.21
1763910591526,93.33,3.90,1409,62.7,32.60,95.72,92.92,94.25,0.39,6.0251,0.9988,77.02,106.9,40.1,83.8,2014.21
1763910592526,93.78,3.77,1409,62.7,32.59,95.70,92.92,94.25,0.39,6.0301,0.9988,77.02,106.9,40.1,83.5,2014.21
1763910593526,93.93,3.74,1409,62.7,32.58,95.69,92.92,94.25,0.39,6.0351,0.9988,77.02,106.9,40.1,83.5,2014.21
1763910594526,94.34,3.82,1409,62.7,32.57,95.67,92.92,94.25,0.39,6.0401,0.9988,77.02,106.9,40.1,83.3,2014.21
1763910595526,94.17,3.86,1409,62.7,32.56,95.66,92.92,94.25,0.39,6.0451,0.9988,77.01,106.9,40.1,83.3,2014.21
1763910596526,94.86,3.83,1409,62.7,32.55,95.64,92.92,94.25,0.39,6.0501,0.9988,77.01,106.9,40.1,83.0,2014.21
1763910597526,94.96,3.93,1409,62.7,32.54,95.63,92.92,94.25,0.39,6.0551,0.9988,77.01,106.9,40.1,82.9,2014.21
1763910598526,95.47,4.06,1409,62.7,32.53,95.61,92.92,94.25,0.39,6.0601,0.9988,77.01,106.9,40.1,82.6,2014.21
1763910599526,95.83,4.07,1409,62.7,32.52,95.60,92.92,94.25,0.39,6.0651,0.9988,77.01,106.9,40.1,82.5,2014.21
1763910600526,95.56,3.99,1409,62.7,32.51,95.58,92.92,94.25,0.39,6.0701,0.9988,77.00,106.9,40.1,82.6,2014.21
1763910601526,95.77,4.05,1409,62.7,32.50,95.57,92.92,94.25,0.39,6.0751,0.9988,77.00,106.9,40.1,82.5,2014.21
1763910602526,96.36,3.94,1409,62.7,32.49,95.55,92.92,94.25,0.39,6.0801,0.9988,77.00,106.9,40.1,82.2,2014.21
1763910603526,96.06,4.08,1409,62.7,32.48,95.54,92.92,94.25,0.39,6.0851,0.9988,77.00,106.9,40.1,82.3,2014.21
1763910604526,95.63,4.09,1409,62.7,32.47,95.52,92.92,94.25,0.39,6.0901,0.9988,77.00,106.9,40.1,82.5,2014.21
1763910605526,96.15,4.09,1409,62.7,32.46,95.51,92.92,94.25,0.39,6.0951,0.9988,76.99,106.9,40.1,82.2,2014.21
1763910606526,96.66,4.17,1409,62.7,32.45,95.49,92.92,94.25,0.39,6.1001,0.9988,76.99,106.9,40.1,82.0,2014.21
1763910607526,96.30,4.27,1409,62.7,32.44,95.48,92.92,94.25,0.39,6.1051,0.9988,76.99,106.9,40.1,82.1,2014.21
1763910608526,95.88,4.16,1409,62.7,32.43,95.46,92.92,94.25,0.39,6.1101,0.9988,76.99,106.9,40.1,82.3,2014.21
1763910609526,95.20,4.06,1409,62.7,32.42,95.45,92.92,94.25,0.39,6.1151,0.9988,76.99,106.9,40.1,82.7,2014.21
1763910610526,95.28,4.18,1409,62.7,32.41,95.43,92.92,94.25,0.39,6.1201,0.9988,76.98,106.9,40.1,82.6,2014.21
1763910611526,95.23,4.27,1409,62.7,32.40,95.42,92.92,94.25,0.39,6.1251,0.9988,76.98,106.9,40.1,82.6,2014.21
1763910612526,95.14,4.39,1409,62.7,32.39,95.40,92.92,94.25,0.39,6.1301,0.9988,76.98,106.9,40.1,82.7,2014.21
1763910613526,95.44,4.38,1409,62.7,32.38,95.39,92.92,94.25,0.39,6.1351,0.9988,76.98,106.9,40.1,82.5,2014.21
1763910614526,95.02,4.42,1409,62.7,32.37,95.37,92.92,94.25,0.39,6.1401,0.9988,76.98,106.9,40.1,82.7,2014.21
1763910615526,94.34,4.46,1409,62.7,32.36,95.36,92.92,94.25,0.39,6.1451,0.9988,76.97,106.9,40.1,83.0,2014.21
1763910616526,94.73,4.51,1409,62.7,32.35,95.34,92.92,94.25,0.39,6.1501,0.9988,76.97,106.9,40.1,82.8,2014.21
1763910617526,95.22,4.59,1409,62.7,32.34,95.33,92.92,94.25,0.39,6.1551,0.9988,76.97,106.9,40.1,82.6,2014.21
1763910618526,94.84,4.60,1409,62.7,32.33,95.31,92.92,94.25,0.39,6.1601,0.9988,76.97,106.9,40.1,82.8,2014.21
1763910619526,94.58,4.71,1409,62.7,32.32,95.30,92.92,94.25,0.39,6.1651,0.9988,76.97,106.9,40.1,82.9,2014.21
1763910620526,93.91,4.77,1409,62.7,32.31,95.28,92.92,94.25,0.39,6.1701,0.9988,76.96,106.9,40.1,83.2,2014.21
1763910621526,93.82,4.65,1409,62.7,32.30,95.27,92.92,94.25,0.39,6.1751,0.9988,76.96,106.9,40.1,83.2,2014.21
1763910622526,94.40,4.59,1409,62.7,32.29,95.25,92.92,94.25,0.39,6.1801,0.9988,76.96,106.9,40.1,82.9,2014.21
1763910623526,93.97,4.62,1409,62.7,32.28,95.24,92.92,94.25,0.39,6.1851,0.9988,76.96,106.9,40.1,83.1,2014.22
1763910624526,93.43,4.73,1409,62.7,32.27,95.22,92.92,94.25,0.39,6.1901,0.9988,76.96,106.9,40.1,83.4,2014.22
1763910625526,92.86,4.82,1409,62.7,32.26,95.21,92.92,94.25,0.39,6.1951,0.9988,76.95,106.9,40.1,83.7,2014.22
1763910626526,92.72,4.85,1409,62.7,32.25,95.19,92.92,94.25,0.39,6.2001,0.9988,76.95,106.9,40.1,83.7,2014.22
1763910627526,93.24,4.85,1409,62.7,32.24,95.18,92.92,94.25,0.39,6.2051,0.9988,76.95,106.9,40.1,83.5,2014.22
1763910628526,93.91,4.77,1409,62.7,32.23,95.16,92.92,94.25,0.39,6.2101,0.9988,76.95,106.9,40.1,83.1,2014.22
1763910629526,94.49,4.66,1409,62.7,32.22,95.15,92.92,94.25,0.39,6.2151,0.9988,76.95,106.9,40.1,82.8,2014.22
1763910630526,93.83,4.74,1409,62.7,32.21,95.13,92.92,94.25,0.39,6.2201,0.9988,76.94,106.9,40.1,83.1,2014.22
1763910631526,93.84,4.66,1409,62.7,32.20,95.12,92.92,94.25,0.39,6.2251,0.9988,76.94,106.9,40.1,83.1,2014.22
1763910632526,94.57,4.52,1409,62.7,32.19,95.10,92.92,94.25,0.39,6.2301,0.9988,76.94,106.9,40.1,82.8,2014.22
1763910633526,94.46,4.65,1409,62.7,32.18,95.09,92.92,94.25,0.39,6.2351,0.9988,76.94,106.9,40.1,82.8,2014.22
1763910634526,94.86,4.56,1409,62.7,32.17,95.07,92.92,94.25,0.39,6.2401,0.9988,76.94,106.9,40.1,82.6,2014.22
1763910635526,95.22,4.55,1409,62.7,32.16,95.06,92.92,94.25,0.39,6.2451,0.9988,76.93,106.9,40.1,82.4,2014.22
1763910636526,94.73,4.68,1409,62.7,32.15,95.04,92.92,94.25,0.39,6.2501,0.9988,76.93,106.9,40.1,82.6,2014.22
1763910637526,94.96,4.65,1409,62.7,32.14,95.03,92.92,94.25,0.39,6.2551,0.9988,76.93,106.9,40.1,82.5,2014.22
1763910638526,94.99,4.70,1409,62.7,32.13,95.01,92.92,94.25,0.39,6.2601,0.9988,76.93,106.9,40.1,82.5,2014.22
1763910639526,94.35,4.56,1409,62.7,32.12,95.00,92.92,94.25,0.39,6.2651,0.9988,76.93,106.9,40.1,82.8,2014.22
1763910640526,94.30,4.70,1409,62.7,32.11,94.98,92.92,94.25,0.39,6.2701,0.9988,76.92,106.9,40.1,82.8,2014.22
1763910641526,95.01,4.60,1409,62.7,32.10,94.97,92.92,94.25,0.39,6.2751,0.9988,76.92,106.9,40.1,82.4,2014.22
1763910642526,95.50,4.73,1409,62.7,32.09,94.95,92.92,94.25,0.39,6.2801,0.9988,76.92,106.9,40.1,82.2,2014.22
1763910643526,96.21,4.88,1409,62.7,32.08,94.94,92.92,94.25,0.39,6.2851,0.9988,76.92,106.9,40.1,81.8,2014.22
1763910644526,96.82,5.01,1409,62.7,32.07,94.92,92.92,94.25,0.39,6.2901,0.9988,76.92,106.9,40.1,81.5,2014.22
1763910645526,96.76,4.94,1409,62.7,32.06,94.91,92.92,94.25,0.39,6.2951,0.9988,76.91,106.9,40.1,81.5,2014.22
1763910646526,96.95,4.92,1409,62.7,32.05,94.89,92.92,94.25,0.39,6.3001,0.9988,76.91,106.9,40.1,81.4,2014.22
1763910647526,96.59,4.82,1409,62.7,32.04,94.88,92.92,94.25,0.39,6.3051,0.9988,76.91,106.9,40.1,81.6,2014.22
1763910648526,95.85,4.92,1409,62.7,32.03,94.86,92.92,94.25,0.39,6.3101,0.9988,76.91,106.9,40.1,82.0,2014.22
1763910649526,96.05,4.97,1409,62.7,32.02,94.85,92.92,94.25,0.39,6.3151,0.9988,76.91,106.9,40.1,81.8,2014.22
1763910650526,96.39,5.09,1409,62.7,32.01,94.83,92.92,94.25,0.39,6.3201,0.9988,76.90,106.9,40.1,81.7,2014.22
1763910651526,96.93,4.95,1409,62.7,32.00,94.82,92.92,94.25,0.39,6.3251,0.9988,76.90,106.9,40.1,81.4,2014.22
